,Id,Tweet,Text,remove_user,Cleansing2
16,1406029322457030658,"RT @DrAdhamBaba: Pemberian vaksin kelmarin (17 Jun 2021) ialah 221,706 dos.

Jumlah pendaftaran setakat 17 Jun 2021 ialah 14,877,336.

Sila…","rt @dradhambaba: pemberian vaksin kelmarin (17 jun 2021) ialah 221,706 dos.

jumlah pendaftaran setakat 17 jun 2021 ialah 14,877,336.

sila…","rt : pemberian vaksin kelmarin (17 jun 2021) ialah 221,706 dos.

jumlah pendaftaran setakat 17 jun 2021 ialah 14,877,336.

sila…",": pemberian vaksin kelmarin ( jun ) ialah  dos.

jumlah pendaftaran setakat  jun  ialah .

sila…"
17,1406029085512388611,"RT @DrAdhamBaba: Pemberian vaksin kelmarin (17 Jun 2021) ialah 221,706 dos.

Jumlah pendaftaran setakat 17 Jun 2021 ialah 14,877,336.

Sila…","rt @dradhambaba: pemberian vaksin kelmarin (17 jun 2021) ialah 221,706 dos.

jumlah pendaftaran setakat 17 jun 2021 ialah 14,877,336.

sila…","rt : pemberian vaksin kelmarin (17 jun 2021) ialah 221,706 dos.

jumlah pendaftaran setakat 17 jun 2021 ialah 14,877,336.

sila…",": pemberian vaksin kelmarin ( jun ) ialah  dos.

jumlah pendaftaran setakat  jun  ialah .

sila…"
18,1406029044391374852,"RT @DrAdhamBaba: Pemberian vaksin kelmarin (17 Jun 2021) ialah 221,706 dos.

Jumlah pendaftaran setakat 17 Jun 2021 ialah 14,877,336.

Sila…","rt @dradhambaba: pemberian vaksin kelmarin (17 jun 2021) ialah 221,706 dos.

jumlah pendaftaran setakat 17 jun 2021 ialah 14,877,336.

sila…","rt : pemberian vaksin kelmarin (17 jun 2021) ialah 221,706 dos.

jumlah pendaftaran setakat 17 jun 2021 ialah 14,877,336.

sila…",": pemberian vaksin kelmarin ( jun ) ialah  dos.

jumlah pendaftaran setakat  jun  ialah .

sila…"
19,1406029010346278913,"RT @DrAdhamBaba: Pemberian vaksin kelmarin (17 Jun 2021) ialah 221,706 dos.

Jumlah pendaftaran setakat 17 Jun 2021 ialah 14,877,336.

Sila…","rt @dradhambaba: pemberian vaksin kelmarin (17 jun 2021) ialah 221,706 dos.

jumlah pendaftaran setakat 17 jun 2021 ialah 14,877,336.

sila…","rt : pemberian vaksin kelmarin (17 jun 2021) ialah 221,706 dos.

jumlah pendaftaran setakat 17 jun 2021 ialah 14,877,336.

sila…",": pemberian vaksin kelmarin ( jun ) ialah  dos.

jumlah pendaftaran setakat  jun  ialah .

sila…"
20,1405984984528134144,"RT @PASPusat: Jumlah pemberian vaksin pada 17 Jun  2021 (11.59 malam), kadar suntikan vaksin melebihi angka 200,000 dos sehari.

Terima kas…","rt @paspusat: jumlah pemberian vaksin pada 17 jun  2021 (11.59 malam), kadar suntikan vaksin melebihi angka 200,000 dos sehari.

terima kas…","rt : jumlah pemberian vaksin pada 17 jun  2021 (11.59 malam), kadar suntikan vaksin melebihi angka 200,000 dos sehari.

terima kas…",": jumlah pemberian vaksin pada  jun   (. malam) kadar suntikan vaksin melebihi angka  dos sehari.

terima kas…"
21,1405946018135375874,"RT @JKJAVMY: Jumlah pemberian vaksin pada 17 Jun 

Daftar untuk vaksinasi: https://t.co/m1joWOB4OE

#LindungDiriLindungSemua https://t.co/y…","rt @jkjavmy: jumlah pemberian vaksin pada 17 jun 

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua https://t.co/y…","rt : jumlah pemberian vaksin pada 17 jun 

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua https://t.co/y…",": jumlah pemberian vaksin pada  jun 

daftar untuk vaksinasi: lindungdirilindungsemua "
22,1405940478114107394,"RT @JKJAVMY: Jumlah pemberian vaksin pada 17 Jun 

Daftar untuk vaksinasi: https://t.co/m1joWOB4OE

#LindungDiriLindungSemua https://t.co/y…","rt @jkjavmy: jumlah pemberian vaksin pada 17 jun 

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua https://t.co/y…","rt : jumlah pemberian vaksin pada 17 jun 

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua https://t.co/y…",": jumlah pemberian vaksin pada  jun 

daftar untuk vaksinasi: lindungdirilindungsemua "
23,1405938699393671173,"RT @DrAdhamBaba: Jumlah pemberian vaksin COVID-19 setakat 17 Jun 2021 ialah 5,330,654 dos. 

221,706 dos pada 17 Jun.

Jumlah yang terima d…","rt @dradhambaba: jumlah pemberian vaksin covid-19 setakat 17 jun 2021 ialah 5,330,654 dos. 

221,706 dos pada 17 jun.

jumlah yang terima d…","rt : jumlah pemberian vaksin covid-19 setakat 17 jun 2021 ialah 5,330,654 dos. 

221,706 dos pada 17 jun.

jumlah yang terima d…",": jumlah pemberian vaksin covid- setakat  jun  ialah  dos. 

 dos pada  jun.

jumlah yang terima d…"
24,1405932284998348806,"RT @DrAdhamBaba: Jumlah pemberian vaksin COVID-19 setakat 17 Jun 2021 ialah 5,330,654 dos. 

221,706 dos pada 17 Jun.

Jumlah yang terima d…","rt @dradhambaba: jumlah pemberian vaksin covid-19 setakat 17 jun 2021 ialah 5,330,654 dos. 

221,706 dos pada 17 jun.

jumlah yang terima d…","rt : jumlah pemberian vaksin covid-19 setakat 17 jun 2021 ialah 5,330,654 dos. 

221,706 dos pada 17 jun.

jumlah yang terima d…",": jumlah pemberian vaksin covid- setakat  jun  ialah  dos. 

 dos pada  jun.

jumlah yang terima d…"
25,1405921279417348096,RT @JKJAVMY: Adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,rt @jkjavmy: adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,rt : adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,: adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…
26,1405919024215511042,"RT @JKJAVMY: Jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

Anda akan dimasukkan semula ke dalam ba…","rt @jkjavmy: jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam ba…","rt : jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam ba…",": jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam ba…"
27,1405917398599835652,"RT @JapenSabah: Jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

Anda akan dimasukkan semula ke dalam…","rt @japensabah: jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam…","rt : jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam…",": jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam…"
28,1405917372867780611,RT @JapenSabah: Vaksin sudah menjadi sebahagian daripada budaya kesihatan di Malaysia sejak awal 1950-an. Adalah penting untuk kita capai i…,rt @japensabah: vaksin sudah menjadi sebahagian daripada budaya kesihatan di malaysia sejak awal 1950-an. adalah penting untuk kita capai i…,rt : vaksin sudah menjadi sebahagian daripada budaya kesihatan di malaysia sejak awal 1950-an. adalah penting untuk kita capai i…,: vaksin sudah menjadi sebahagian daripada budaya kesihatan di malaysia sejak awal -an. adalah penting untuk kita capai i…
29,1405916674943950852,"RT @JKJAVMY: Jumlah pemberian vaksin pada 17 Jun 

Daftar untuk vaksinasi: https://t.co/m1joWOB4OE

#LindungDiriLindungSemua https://t.co/y…","rt @jkjavmy: jumlah pemberian vaksin pada 17 jun 

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua https://t.co/y…","rt : jumlah pemberian vaksin pada 17 jun 

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua https://t.co/y…",": jumlah pemberian vaksin pada  jun 

daftar untuk vaksinasi: lindungdirilindungsemua "
30,1405916149708058624,"RT @MPA_Barat: A sign of remembrance

#Day4 - #NavyPeople mengambil peluang bergambar sebagai tanda kenangan setelah selesai mengambil dos…","rt @mpa_barat: a sign of remembrance

#day4 - #navypeople mengambil peluang bergambar sebagai tanda kenangan setelah selesai mengambil dos…","rt : a sign of remembrance

#day4 - #navypeople mengambil peluang bergambar sebagai tanda kenangan setelah selesai mengambil dos…",": a sign of remembrance

day - navypeople mengambil peluang bergambar sebagai tanda kenangan setelah selesai mengambil dos…"
31,1405915267281035270,"RT @JKJAVMY: Jumlah pemberian vaksin pada 17 Jun 

Daftar untuk vaksinasi: https://t.co/m1joWOB4OE

#LindungDiriLindungSemua https://t.co/y…","rt @jkjavmy: jumlah pemberian vaksin pada 17 jun 

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua https://t.co/y…","rt : jumlah pemberian vaksin pada 17 jun 

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua https://t.co/y…",": jumlah pemberian vaksin pada  jun 

daftar untuk vaksinasi: lindungdirilindungsemua "
32,1405914072571203590,"RT @JKJAVMY: Jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

Anda akan dimasukkan semula ke dalam ba…","rt @jkjavmy: jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam ba…","rt : jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam ba…",": jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam ba…"
33,1405914029046976512,"RT @JKJAVMY: Jumlah pemberian vaksin pada 17 Jun 

Daftar untuk vaksinasi: https://t.co/m1joWOB4OE

#LindungDiriLindungSemua https://t.co/y…","rt @jkjavmy: jumlah pemberian vaksin pada 17 jun 

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua https://t.co/y…","rt : jumlah pemberian vaksin pada 17 jun 

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua https://t.co/y…",": jumlah pemberian vaksin pada  jun 

daftar untuk vaksinasi: lindungdirilindungsemua "
34,1405914016061419522,RT @JKJAVMY: Adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,rt @jkjavmy: adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,rt : adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,: adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…
35,1405913850579279879,"RT @JKJAVMY: Pecahan jumlah pendaftaran terkini mengikut negeri pada pukul 11.59pm semalam. 

Daftar untuk vaksinasi sekarang: https://t.co…","rt @jkjavmy: pecahan jumlah pendaftaran terkini mengikut negeri pada pukul 11.59pm semalam. 

daftar untuk vaksinasi sekarang: https://t.co…","rt : pecahan jumlah pendaftaran terkini mengikut negeri pada pukul 11.59pm semalam. 

daftar untuk vaksinasi sekarang: https://t.co…",": pecahan jumlah pendaftaran terkini mengikut negeri pada pukul .pm semalam. 

daftar untuk vaksinasi sekarang: "
36,1405913816815206400,"RT @JKJAVMY: Jumlah pemberian kumulatif vaksin setakat 17 Jun

Daftar untuk vaksinasi: https://t.co/m1joWOB4OE

#LindungDiriLindungSemua ht…","rt @jkjavmy: jumlah pemberian kumulatif vaksin setakat 17 jun

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua ht…","rt : jumlah pemberian kumulatif vaksin setakat 17 jun

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua ht…",": jumlah pemberian kumulatif vaksin setakat  jun

daftar untuk vaksinasi: lindungdirilindungsemua ht…"
37,1405913027887517697,RT @JKJAVMY: Adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,rt @jkjavmy: adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,rt : adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,: adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…
38,1405912217015308297,"RT @JapenSabah: Jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

Anda akan dimasukkan semula ke dalam…","rt @japensabah: jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam…","rt : jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam…",": jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam…"
39,1405912160341946371,RT @JapenSabah: Vaksin sudah menjadi sebahagian daripada budaya kesihatan di Malaysia sejak awal 1950-an. Adalah penting untuk kita capai i…,rt @japensabah: vaksin sudah menjadi sebahagian daripada budaya kesihatan di malaysia sejak awal 1950-an. adalah penting untuk kita capai i…,rt : vaksin sudah menjadi sebahagian daripada budaya kesihatan di malaysia sejak awal 1950-an. adalah penting untuk kita capai i…,: vaksin sudah menjadi sebahagian daripada budaya kesihatan di malaysia sejak awal -an. adalah penting untuk kita capai i…
40,1405911246902206466,"PERLINDUNGAN untuk semua BERMULA dengan anda.

DAFTAR sekarang untuk dapatkan suntikan vaksin COVID-19.

Daftar untuk vaksinasi: https://t.co/hKmhQxqWMD
""Lindung diri, Lindung semua""

Sumber : Kementerian Kesihatan Malaysia (KKM)

#YaPEIM https://t.co/tJu183HW5v","perlindungan untuk semua bermula dengan anda.

daftar sekarang untuk dapatkan suntikan vaksin covid-19.

daftar untuk vaksinasi: https://t.co/hkmhqxqwmd
""lindung diri, lindung semua""

sumber : kementerian kesihatan malaysia (kkm)

#yapeim https://t.co/tju183hw5v","perlindungan untuk semua bermula dengan anda.

daftar sekarang untuk dapatkan suntikan vaksin covid-19.

daftar untuk vaksinasi: https://t.co/hkmhqxqwmd
""lindung diri, lindung semua""

sumber : kementerian kesihatan malaysia (kkm)

#yapeim https://t.co/tju183hw5v","perlindungan untuk semua bermula dengan anda.

daftar sekarang untuk dapatkan suntikan vaksin covid-.

daftar untuk vaksinasi: ""lindung diri lindung semua""

sumber : kementerian kesihatan malaysia (kkm)

yapeim "
41,1405910237362614272,"RT @JapenSabah: Jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

Anda akan dimasukkan semula ke dalam…","rt @japensabah: jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam…","rt : jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam…",": jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam…"
42,1405909253156605954,"RT @JKJAVMY: Jumlah pemberian kumulatif vaksin setakat 17 Jun

Daftar untuk vaksinasi: https://t.co/m1joWOB4OE

#LindungDiriLindungSemua ht…","rt @jkjavmy: jumlah pemberian kumulatif vaksin setakat 17 jun

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua ht…","rt : jumlah pemberian kumulatif vaksin setakat 17 jun

daftar untuk vaksinasi: https://t.co/m1jowob4oe

#lindungdirilindungsemua ht…",": jumlah pemberian kumulatif vaksin setakat  jun

daftar untuk vaksinasi: lindungdirilindungsemua ht…"
43,1405907847402057732,"RT @DrAdhamBaba: Jumlah pemberian vaksin COVID-19 setakat 17 Jun 2021 ialah 5,330,654 dos. 

221,706 dos pada 17 Jun.

Jumlah yang terima d…","rt @dradhambaba: jumlah pemberian vaksin covid-19 setakat 17 jun 2021 ialah 5,330,654 dos. 

221,706 dos pada 17 jun.

jumlah yang terima d…","rt : jumlah pemberian vaksin covid-19 setakat 17 jun 2021 ialah 5,330,654 dos. 

221,706 dos pada 17 jun.

jumlah yang terima d…",": jumlah pemberian vaksin covid- setakat  jun  ialah  dos. 

 dos pada  jun.

jumlah yang terima d…"
44,1405906125866733569,RT @JKJAVMY: Adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,rt @jkjavmy: adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,rt : adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…,: adakah saya perlu hadir bersama tanggungan saya pada hari vaksinasi jika saya telah memerima janji temu vaksinasi tanggungan d…
45,1405905889773572101,"Kenapa pulak no ic aku takde dalam sistem?? 😔😔😔

https://t.co/ZKaUO5KXKp https://t.co/v3eWMIekL5","kenapa pulak no ic aku takde dalam sistem?? 😔😔😔

https://t.co/zkauo5kxkp https://t.co/v3ewmiekl5","kenapa pulak no ic aku takde dalam sistem?? 😔😔😔

https://t.co/zkauo5kxkp https://t.co/v3ewmiekl5","kenapa pulak no ic aku takde dalam sistem?? 😔😔😔

"
46,1405904855609188358,"RT @JKJAVMY: Jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

Anda akan dimasukkan semula ke dalam ba…","rt @jkjavmy: jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam ba…","rt : jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam ba…",": jangan risau jika anda secara tidak sengaja tidak hadir ke janji temu vaksinasi anda.

anda akan dimasukkan semula ke dalam ba…"
